score	q-value	spline	type
3.73119	6.60153e-05	4.0474e-11	0
3.72958	6.60153e-05	4.09058e-11	0
3.72933	6.60153e-05	4.09713e-11	0
3.72922	6.60153e-05	4.1001e-11	0
3.72915	6.60153e-05	4.10214e-11	0
3.72813	6.60153e-05	4.1296e-11	0
3.72701	6.60153e-05	4.16007e-11	0
3.72603	6.60153e-05	4.18685e-11	0
3.72498	6.60153e-05	4.21589e-11	0
3.72385	6.60153e-05	4.24727e-11	0
3.71606	6.60153e-05	4.4699e-11	0
3.71581	6.60153e-05	4.47729e-11	0
3.71471	6.60153e-05	4.50969e-11	0
3.71376	6.60153e-05	4.5378e-11	0
3.71057	6.60153e-05	4.63407e-11	0
3.70919	6.60153e-05	4.67599e-11	0
3.7089	6.60153e-05	4.68512e-11	0
3.70845	6.60153e-05	4.69872e-11	0
3.7079	6.60153e-05	4.71576e-11	0
3.70732	6.60153e-05	4.73396e-11	0
3.70614	6.60153e-05	4.7707e-11	0
3.70546	6.60153e-05	4.79183e-11	0
3.70503	6.60153e-05	4.80558e-11	0
3.70407	6.60153e-05	4.83597e-11	0
3.70309	6.60153e-05	4.86722e-11	0
3.69939	6.60153e-05	4.9867e-11	0
3.6989	6.60153e-05	5.00282e-11	0
3.69767	6.60153e-05	5.04331e-11	0
3.69508	6.60153e-05	5.12978e-11	0
3.6947	6.60153e-05	5.14246e-11	0
3.69413	6.60153e-05	5.16196e-11	0
3.69369	6.60153e-05	5.17671e-11	0
3.69218	6.60153e-05	5.22812e-11	0
3.69209	6.60153e-05	5.23139e-11	0
3.69178	6.60153e-05	5.24214e-11	0
3.69151	6.60153e-05	5.25124e-11	0
3.68695	6.60153e-05	5.41089e-11	0
3.68599	6.60153e-05	5.44497e-11	0
3.68408	6.60153e-05	5.51355e-11	0
3.68251	6.60153e-05	5.57086e-11	0
3.67842	6.60153e-05	5.72228e-11	0
3.67469	6.60153e-05	5.86421e-11	0
3.67283	6.60153e-05	5.93611e-11	0
3.67229	6.60153e-05	5.95718e-11	0
3.67177	6.60153e-05	5.97743e-11	0
3.66891	6.60153e-05	6.09071e-11	0
3.66881	6.60153e-05	6.09467e-11	0
3.66721	6.60153e-05	6.15916e-11	0
3.66585	6.60153e-05	6.21427e-11	0
3.66544	6.60153e-05	6.23094e-11	0
3.66349	6.60153e-05	6.31116e-11	0
3.66176	6.60153e-05	6.38342e-11	0
3.66099	6.60153e-05	6.41584e-11	0
3.66083	6.60153e-05	6.42235e-11	0
3.66075	6.60153e-05	6.42573e-11	0
3.65969	6.60153e-05	6.47066e-11	0
3.65872	6.60153e-05	6.51202e-11	0
3.65626	6.60153e-05	6.61785e-11	0
3.65368	6.60153e-05	6.73085e-11	0
3.65346	6.60153e-05	6.7406e-11	0
3.6534	6.60153e-05	6.7433e-11	0
3.65335	6.60153e-05	6.74543e-11	0
3.65296	6.60153e-05	6.763e-11	0
3.65184	6.60153e-05	6.8128e-11	0
3.64861	6.60153e-05	6.95869e-11	0
3.6479	6.60153e-05	6.99136e-11	0
3.64718	6.60153e-05	7.02431e-11	0
3.64502	6.60153e-05	7.1245e-11	0
3.64413	6.60153e-05	7.1662e-11	0
3.64246	6.60153e-05	7.245e-11	0
3.64093	6.60153e-05	7.3184e-11	0
3.63806	6.60153e-05	7.45738e-11	0
3.6376	6.60153e-05	7.48006e-11	0
3.63756	6.60153e-05	7.48176e-11	0
3.6367	6.60153e-05	7.52436e-11	0
3.63636	6.60153e-05	7.54136e-11	0
3.63619	6.60153e-05	7.54945e-11	0
3.63438	6.60153e-05	7.63979e-11	0
3.63412	6.60153e-05	7.65268e-11	0
3.63375	6.60153e-05	7.67115e-11	0
3.63089	6.60153e-05	7.81655e-11	0
3.62895	6.60153e-05	7.9168e-11	0
3.62827	6.60153e-05	7.95253e-11	0
3.62623	6.60153e-05	8.05968e-11	0
3.62584	6.60153e-05	8.08006e-11	0
3.62582	6.60153e-05	8.08131e-11	0
3.62535	6.60153e-05	8.10638e-11	0
3.62511	6.60153e-05	8.11899e-11	0
3.62125	6.60153e-05	8.32734e-11	0
3.62047	6.60153e-05	8.36973e-11	0
3.62028	6.60153e-05	8.3805e-11	0
3.61981	6.60153e-05	8.40637e-11	0
3.61858	6.60153e-05	8.47453e-11	0
3.61769	6.60153e-05	8.5238e-11	0
3.61744	6.60153e-05	8.53792e-11	0
3.61739	6.60153e-05	8.54084e-11	0
3.61435	6.60153e-05	8.71282e-11	0
3.61319	6.60153e-05	8.77925e-11	0
3.61205	6.60153e-05	8.84529e-11	0
3.61071	6.60153e-05	8.92379e-11	0
3.60943	6.60153e-05	8.99892e-11	0
3.60937	6.60153e-05	9.00233e-11	0
3.60876	6.60153e-05	9.0385e-11	0
3.60824	6.60153e-05	9.06952e-11	0
3.60673	6.60153e-05	9.15939e-11	0
3.60501	6.60153e-05	9.26363e-11	0
3.60356	6.60153e-05	9.35235e-11	0
3.60355	6.60153e-05	9.35264e-11	0
3.60322	6.60153e-05	9.37323e-11	0
3.60222	6.60153e-05	9.43452e-11	0
3.60206	6.60153e-05	9.44456e-11	0
3.59971	6.60153e-05	9.59163e-11	0
3.59864	6.60153e-05	9.65875e-11	0
3.5986	6.60153e-05	9.66183e-11	0
3.59852	6.60153e-05	9.66682e-11	0
3.59782	6.60153e-05	9.71086e-11	0
3.59753	6.60153e-05	9.7296e-11	0
3.5969	6.60153e-05	9.76967e-11	0
3.59641	6.60153e-05	9.80128e-11	0
3.59635	6.60153e-05	9.80525e-11	0
3.59492	6.60153e-05	9.89738e-11	0
3.59385	6.60153e-05	9.96772e-11	0
3.59301	6.60153e-05	1.00224e-10	0
3.59194	6.60153e-05	1.00932e-10	0
3.59125	6.60153e-05	1.01392e-10	0
3.59109	6.60153e-05	1.01498e-10	0
3.59044	6.60153e-05	1.01932e-10	0
3.58976	6.60153e-05	1.02384e-10	0
3.58952	6.60153e-05	1.02546e-10	0
3.58893	6.60153e-05	1.02944e-10	0
3.58683	6.60153e-05	1.04374e-10	0
3.58602	6.60153e-05	1.04931e-10	0
3.58534	6.60153e-05	1.05398e-10	0
3.58423	6.60153e-05	1.06173e-10	0
3.58366	6.60153e-05	1.06564e-10	0
3.58277	6.60153e-05	1.07192e-10	0
3.58196	6.60153e-05	1.0776e-10	0
3.58156	6.60153e-05	1.08046e-10	0
3.57928	6.60153e-05	1.09676e-10	0
3.5786	6.60153e-05	1.10164e-10	0
3.57829	6.60153e-05	1.10391e-10	0
3.57824	6.60153e-05	1.10427e-10	0
3.57782	6.60153e-05	1.10729e-10	0
3.57734	6.60153e-05	1.11079e-10	0
3.57703	6.60153e-05	1.11308e-10	0
3.57679	6.60153e-05	1.1148e-10	0
3.57671	6.60153e-05	1.11537e-10	0
3.57582	6.60153e-05	1.12194e-10	0
3.57543	6.60153e-05	1.12483e-10	0
3.57511	6.60153e-05	1.12719e-10	0
3.57323	6.60153e-05	1.14115e-10	0
3.57322	6.60153e-05	1.1412e-10	0
3.57303	6.60153e-05	1.14262e-10	0
3.57286	6.60153e-05	1.14393e-10	0
3.57275	6.60153e-05	1.14478e-10	0
3.57165	6.60153e-05	1.15304e-10	0
3.57163	6.60153e-05	1.15323e-10	0
3.56891	6.60153e-05	1.174e-10	0
3.56875	6.60153e-05	1.1752e-10	0
3.5685	6.60153e-05	1.17712e-10	0
3.56733	6.60153e-05	1.18624e-10	0
3.56626	6.60153e-05	1.1946e-10	0
3.56332	6.60153e-05	1.21783e-10	0
3.56318	6.60153e-05	1.21898e-10	0
3.56272	6.60153e-05	1.2226e-10	0
3.56251	6.60153e-05	1.22431e-10	0
3.55781	6.60153e-05	1.26267e-10	0
3.55774	6.60153e-05	1.26328e-10	0
3.55458	6.60153e-05	1.28973e-10	0
3.5523	6.60153e-05	1.30916e-10	0
3.55106	6.60153e-05	1.31983e-10	0
3.55045	6.60153e-05	1.32517e-10	0
3.54994	6.60153e-05	1.32964e-10	0
3.54992	6.60153e-05	1.32973e-10	0
3.5485	6.60153e-05	1.34221e-10	0
3.5478	6.60153e-05	1.34838e-10	0
3.54692	6.60153e-05	1.35621e-10	0
3.54551	6.60153e-05	1.36877e-10	0
3.54527	6.60153e-05	1.37101e-10	0
3.54488	6.60153e-05	1.37447e-10	0
3.54423	6.60153e-05	1.38032e-10	0
3.54401	6.60153e-05	1.38239e-10	0
3.5439	6.60153e-05	1.38331e-10	0
3.54319	6.60153e-05	1.3898e-10	0
3.54258	6.60153e-05	1.39536e-10	0
3.54216	6.60153e-05	1.39927e-10	0
3.54202	6.60153e-05	1.40051e-10	0
3.54085	6.60153e-05	1.4113e-10	0
3.54069	6.60153e-05	1.41282e-10	0
3.5401	6.60153e-05	1.41825e-10	0
3.5389	6.60153e-05	1.4295e-10	0
3.53822	6.60153e-05	1.43593e-10	0
3.53801	6.60153e-05	1.43788e-10	0
3.53743	6.60153e-05	1.44332e-10	0
3.53709	6.60153e-05	1.44661e-10	0
3.53508	6.60153e-05	1.46581e-10	0
3.53465	6.60153e-05	1.46991e-10	0
3.53363	6.60153e-05	1.4798e-10	0
3.53347	6.60153e-05	1.48132e-10	0
3.53236	6.60153e-05	1.49216e-10	0
3.53212	6.60153e-05	1.4945e-10	0
3.53211	6.60153e-05	1.49465e-10	0
3.53209	6.60153e-05	1.49478e-10	0
3.53161	6.60153e-05	1.49954e-10	0
3.53036	6.60153e-05	1.51188e-10	0
3.52999	6.60153e-05	1.51555e-10	0
3.52994	6.60153e-05	1.5161e-10	0
3.52976	6.60153e-05	1.51783e-10	0
3.52791	6.60153e-05	1.53642e-10	0
3.52695	6.60153e-05	1.54608e-10	0
3.52618	6.60153e-05	1.55389e-10	0
3.52507	6.60153e-05	1.56531e-10	0
3.52461	6.60153e-05	1.57004e-10	0
3.52226	6.60153e-05	1.59443e-10	0
3.52223	6.60153e-05	1.59472e-10	0
3.52059	6.60153e-05	1.612e-10	0
3.51922	6.60153e-05	1.6266e-10	0
3.51877	6.60153e-05	1.63131e-10	0
3.51784	6.60153e-05	1.64129e-10	0
3.5174	6.60153e-05	1.64614e-10	0
3.51531	6.60153e-05	1.66883e-10	0
3.51501	6.60153e-05	1.67207e-10	0
3.51473	6.60153e-05	1.67515e-10	0
3.51411	6.60153e-05	1.68204e-10	0
3.51293	6.60153e-05	1.69512e-10	0
3.5127	6.60153e-05	1.69764e-10	0
3.51116	6.60153e-05	1.71492e-10	0
3.51035	6.60153e-05	1.72399e-10	0
3.51015	6.60153e-05	1.72625e-10	0
3.50967	6.60153e-05	1.73172e-10	0
3.50961	6.60153e-05	1.73247e-10	0
3.50787	6.60153e-05	1.75226e-10	0
3.50716	6.60153e-05	1.76052e-10	0
3.50633	6.60153e-05	1.77013e-10	0
3.50316	6.60153e-05	1.80733e-10	0
3.50312	6.60153e-05	1.80781e-10	0
3.50246	6.60153e-05	1.81566e-10	0
3.50197	6.60153e-05	1.82147e-10	0
3.50173	6.60153e-05	1.82434e-10	0
3.50151	6.60153e-05	1.82698e-10	0
3.49952	6.60153e-05	1.85104e-10	0
3.49918	6.60153e-05	1.8551e-10	0
3.49822	6.60153e-05	1.86692e-10	0
3.49762	6.60153e-05	1.87419e-10	0
3.49522	6.60153e-05	1.90393e-10	0
