score	q-value	spline	type
2.07956	6.60153e-05	2.06091e-06	0
2.07935	6.60153e-05	2.06371e-06	0
2.07929	6.60153e-05	2.06459e-06	0
2.07917	6.60153e-05	2.06614e-06	0
2.0791	6.60153e-05	2.06721e-06	0
2.07892	6.60153e-05	2.06955e-06	0
2.07862	6.60153e-05	2.07362e-06	0
2.07841	6.60153e-05	2.07653e-06	0
2.0784	6.60153e-05	2.07673e-06	0
2.07834	6.60153e-05	2.07751e-06	0
2.07833	6.60153e-05	2.07764e-06	0
2.07823	6.60153e-05	2.07905e-06	0
2.0781	6.60153e-05	2.0807e-06	0
2.0781	6.60153e-05	2.08071e-06	0
2.07793	6.60153e-05	2.08307e-06	0
2.07784	6.60153e-05	2.08434e-06	0
2.07753	6.60153e-05	2.08857e-06	0
2.07746	6.60153e-05	2.08952e-06	0
2.07725	6.60153e-05	2.09241e-06	0
2.07722	6.60153e-05	2.09287e-06	0
2.07703	6.60153e-05	2.09541e-06	0
2.07674	6.60153e-05	2.09941e-06	0
2.07673	6.60153e-05	2.09951e-06	0
2.07648	6.60153e-05	2.10295e-06	0
2.07648	6.60153e-05	2.103e-06	0
2.07635	6.60153e-05	2.10485e-06	0
2.07602	6.60153e-05	2.1093e-06	0
2.07598	6.60153e-05	2.10985e-06	0
2.0757	6.60153e-05	2.11377e-06	0
2.07561	6.60153e-05	2.11506e-06	0
2.07559	6.60153e-05	2.1153e-06	0
2.0754	6.60153e-05	2.11799e-06	0
2.07536	6.60153e-05	2.11845e-06	0
2.07491	6.60153e-05	2.12471e-06	0
2.07474	6.60153e-05	2.1271e-06	0
2.07471	6.60153e-05	2.12755e-06	0
2.0744	6.60153e-05	2.1319e-06	0
2.07434	6.60153e-05	2.13273e-06	0
2.07427	6.60153e-05	2.13365e-06	0
2.07411	6.60153e-05	2.13592e-06	0
2.07395	6.60153e-05	2.13816e-06	0
2.07381	6.60153e-05	2.1401e-06	0
2.07353	6.60153e-05	2.14417e-06	0
2.07323	6.60153e-05	2.14829e-06	0
2.07317	6.60153e-05	2.14912e-06	0
2.07316	6.60153e-05	2.1493e-06	0
2.07302	6.60153e-05	2.15123e-06	0
2.07299	6.60153e-05	2.15166e-06	0
2.07295	6.60153e-05	2.15231e-06	0
2.07265	6.60153e-05	2.15656e-06	0
2.07262	6.60153e-05	2.15688e-06	0
2.0724	6.60153e-05	2.16002e-06	0
2.07226	6.60153e-05	2.16204e-06	0
2.07222	6.60153e-05	2.16256e-06	0
2.07216	6.60153e-05	2.16342e-06	0
2.07209	6.60153e-05	2.16445e-06	0
2.07191	6.60153e-05	2.16699e-06	0
2.07183	6.60153e-05	2.16816e-06	0
2.07177	6.60153e-05	2.16908e-06	0
2.07173	6.60153e-05	2.16962e-06	0
2.07164	6.60153e-05	2.1709e-06	0
2.07161	6.60153e-05	2.17135e-06	0
2.07159	6.60153e-05	2.17162e-06	0
2.07154	6.60153e-05	2.17234e-06	0
2.0714	6.60153e-05	2.17425e-06	0
2.07135	6.60153e-05	2.17501e-06	0
2.07131	6.60153e-05	2.1755e-06	0
2.07125	6.60153e-05	2.17643e-06	0
2.07117	6.60153e-05	2.17755e-06	0
2.07112	6.60153e-05	2.17825e-06	0
2.07106	6.60153e-05	2.17915e-06	0
2.07098	6.60153e-05	2.18033e-06	0
2.07088	6.60153e-05	2.18179e-06	0
2.07061	6.60153e-05	2.18563e-06	0
2.07057	6.60153e-05	2.18611e-06	0
2.07037	6.60153e-05	2.1891e-06	0
2.07036	6.60153e-05	2.18913e-06	0
2.07003	6.60153e-05	2.19395e-06	0
2.06998	6.60153e-05	2.19466e-06	0
2.06992	6.60153e-05	2.19551e-06	0
2.06983	6.60153e-05	2.19681e-06	0
2.06977	6.60153e-05	2.19765e-06	0
2.06974	6.60153e-05	2.1981e-06	0
2.06959	6.60153e-05	2.2002e-06	0
2.06957	6.60153e-05	2.2006e-06	0
2.06909	6.60153e-05	2.20745e-06	0
2.06897	6.60153e-05	2.20917e-06	0
2.06881	6.60153e-05	2.21159e-06	0
2.06878	6.60153e-05	2.21203e-06	0
2.06866	6.60153e-05	2.21367e-06	0
2.0685	6.60153e-05	2.216e-06	0
2.06817	6.60153e-05	2.22082e-06	0
2.06776	6.60153e-05	2.22678e-06	0
2.06771	6.60153e-05	2.22756e-06	0
2.06765	6.60153e-05	2.22849e-06	0
2.06743	6.60153e-05	2.23163e-06	0
2.06662	6.60153e-05	2.24358e-06	0
2.06652	6.60153e-05	2.24507e-06	0
2.06595	6.60153e-05	2.25343e-06	0
2.06515	6.60153e-05	2.26535e-06	0
2.06504	6.60153e-05	2.26697e-06	0
2.0649	6.60153e-05	2.26902e-06	0
2.06485	6.60153e-05	2.26975e-06	0
2.06472	6.60153e-05	2.27172e-06	0
2.06465	6.60153e-05	2.27278e-06	0
2.06463	6.60153e-05	2.27306e-06	0
2.06458	6.60153e-05	2.27383e-06	0
2.06423	6.60153e-05	2.27906e-06	0
2.06413	6.60153e-05	2.28056e-06	0
2.06406	6.60153e-05	2.28155e-06	0
2.06395	6.60153e-05	2.28326e-06	0
2.06311	6.60153e-05	2.29587e-06	0
2.06296	6.60153e-05	2.29804e-06	0
2.06295	6.60153e-05	2.29824e-06	0
2.06285	6.60153e-05	2.29982e-06	0
2.06254	6.60153e-05	2.30443e-06	0
2.06248	6.60153e-05	2.30528e-06	0
2.06235	6.60153e-05	2.30737e-06	0
2.06231	6.60153e-05	2.30788e-06	0
2.06222	6.60153e-05	2.30929e-06	0
2.06211	6.60153e-05	2.31098e-06	0
2.0621	6.60153e-05	2.31106e-06	0
2.06206	6.60153e-05	2.31166e-06	0
2.06171	6.60153e-05	2.31702e-06	0
2.06145	6.60153e-05	2.32105e-06	0
2.06089	6.60153e-05	2.32946e-06	0
2.06086	6.60153e-05	2.33002e-06	0
2.06074	6.60153e-05	2.33186e-06	0
2.06059	6.60153e-05	2.33411e-06	0
2.06049	6.60153e-05	2.33558e-06	0
2.0604	6.60153e-05	2.33706e-06	0
2.06021	6.60153e-05	2.33992e-06	0
2.05998	6.60153e-05	2.34355e-06	0
2.05982	6.60153e-05	2.34597e-06	0
2.05968	6.60153e-05	2.34807e-06	0
2.05957	6.60153e-05	2.34985e-06	0
2.05957	6.60153e-05	2.34985e-06	0
2.05945	6.60153e-05	2.35159e-06	0
2.05944	6.60153e-05	2.3518e-06	0
2.05906	6.60153e-05	2.35764e-06	0
2.0582	6.60153e-05	2.37099e-06	0
2.05792	6.60153e-05	2.37534e-06	0
2.05773	6.60153e-05	2.37828e-06	0
2.05763	6.60153e-05	2.37994e-06	0
2.05762	6.60153e-05	2.38005e-06	0
2.05754	6.60153e-05	2.38126e-06	0
2.05696	6.60153e-05	2.3904e-06	0
2.05686	6.60153e-05	2.39202e-06	0
2.05657	6.60153e-05	2.3965e-06	0
2.05646	6.60153e-05	2.39828e-06	0
2.0563	6.60153e-05	2.40075e-06	0
2.05629	6.60153e-05	2.40091e-06	0
2.05627	6.60153e-05	2.40127e-06	0
2.05622	6.60153e-05	2.40206e-06	0
2.05602	6.60153e-05	2.40514e-06	0
2.05595	6.60153e-05	2.40626e-06	0
2.05594	6.60153e-05	2.4065e-06	0
2.05552	6.60153e-05	2.41305e-06	0
2.05547	6.60153e-05	2.41394e-06	0
2.05512	6.60153e-05	2.4194e-06	0
2.05509	6.60153e-05	2.41997e-06	0
2.05501	6.60153e-05	2.42118e-06	0
2.05495	6.60153e-05	2.42208e-06	0
2.05491	6.60153e-05	2.4227e-06	0
2.05475	6.60153e-05	2.42527e-06	0
2.05474	6.60153e-05	2.42545e-06	0
2.0547	6.60153e-05	2.42607e-06	0
2.05467	6.60153e-05	2.42661e-06	0
2.05461	6.60153e-05	2.42758e-06	0
2.0545	6.60153e-05	2.42931e-06	0
2.05424	6.60153e-05	2.43336e-06	0
2.05403	6.60153e-05	2.43674e-06	0
2.05388	6.60153e-05	2.43919e-06	0
2.05375	6.60153e-05	2.44122e-06	0
2.05373	6.60153e-05	2.44157e-06	0
2.05364	6.60153e-05	2.44308e-06	0
2.05348	6.60153e-05	2.44563e-06	0
2.05325	6.60153e-05	2.44922e-06	0
2.05319	6.60153e-05	2.45024e-06	0
2.0531	6.60153e-05	2.4517e-06	0
2.05302	6.60153e-05	2.45296e-06	0
2.05299	6.60153e-05	2.45347e-06	0
2.05289	6.60153e-05	2.45501e-06	0
2.05252	6.60153e-05	2.46112e-06	0
2.05248	6.60153e-05	2.46167e-06	0
2.05236	6.60153e-05	2.46357e-06	0
2.05231	6.60153e-05	2.46443e-06	0
2.05217	6.60153e-05	2.46667e-06	0
2.05217	6.60153e-05	2.46668e-06	0
2.05207	6.60153e-05	2.46841e-06	0
2.05183	6.60153e-05	2.47219e-06	0
2.05161	6.60153e-05	2.47573e-06	0
2.05159	6.60153e-05	2.47609e-06	0
2.05158	6.60153e-05	2.47636e-06	0
2.05152	6.60153e-05	2.47726e-06	0
2.05137	6.60153e-05	2.47965e-06	0
2.05137	6.60153e-05	2.47969e-06	0
2.05125	6.60153e-05	2.48172e-06	0
2.05123	6.60153e-05	2.48206e-06	0
2.05118	6.60153e-05	2.48273e-06	0
2.05113	6.60153e-05	2.48367e-06	0
2.05077	6.60153e-05	2.48941e-06	0
2.05053	6.60153e-05	2.49333e-06	0
2.05049	6.60153e-05	2.49413e-06	0
2.05029	6.60153e-05	2.49732e-06	0
2.05022	6.60153e-05	2.49851e-06	0
2.05022	6.60153e-05	2.49851e-06	0
2.04988	6.60153e-05	2.50406e-06	0
2.04966	6.60153e-05	2.50769e-06	0
2.04961	6.60153e-05	2.50857e-06	0
2.04956	6.60153e-05	2.5093e-06	0
2.04936	6.60153e-05	2.51266e-06	0
2.04922	6.60153e-05	2.51494e-06	0
2.04922	6.60153e-05	2.51497e-06	0
2.04862	6.60153e-05	2.52482e-06	0
2.04852	6.60153e-05	2.52644e-06	0
2.04839	6.60153e-05	2.52872e-06	0
2.04813	6.60153e-05	2.53301e-06	0
2.04807	6.60153e-05	2.53403e-06	0
2.04802	6.60153e-05	2.53483e-06	0
2.04795	6.60153e-05	2.53598e-06	0
2.04783	6.60153e-05	2.538e-06	0
2.04739	6.60153e-05	2.54535e-06	0
2.04738	6.60153e-05	2.54554e-06	0
2.04736	6.60153e-05	2.54588e-06	0
2.04734	6.60153e-05	2.5462e-06	0
2.04725	6.60153e-05	2.54764e-06	0
2.04721	6.60153e-05	2.54828e-06	0
2.04695	6.60153e-05	2.55268e-06	0
2.04649	6.60153e-05	2.56031e-06	0
2.04635	6.60153e-05	2.56279e-06	0
2.04628	6.60153e-05	2.56392e-06	0
2.04604	6.60153e-05	2.56787e-06	0
2.04601	6.60153e-05	2.5685e-06	0
2.04597	6.60153e-05	2.56907e-06	0
2.04579	6.60153e-05	2.57219e-06	0
2.04547	6.60153e-05	2.57757e-06	0
2.04542	6.60153e-05	2.57847e-06	0
2.04534	6.60153e-05	2.57983e-06	0
2.04533	6.60153e-05	2.57994e-06	0
2.04527	6.60153e-05	2.58094e-06	0
2.04517	6.60153e-05	2.58274e-06	0
2.04516	6.60153e-05	2.58278e-06	0
2.04494	6.60153e-05	2.58659e-06	0
2.04472	6.60153e-05	2.59031e-06	0
2.04468	6.60153e-05	2.59092e-06	0
2.04451	6.60153e-05	2.59389e-06	0
2.04448	6.60153e-05	2.59431e-06	0
2.04439	6.60153e-05	2.59584e-06	0
2.04436	6.60153e-05	2.59651e-06	0
2.04422	6.60153e-05	2.59889e-06	0
2.044	6.60153e-05	2.60264e-06	0
2.04396	6.60153e-05	2.60328e-06	0
2.04372	6.60153e-05	2.60733e-06	0
2.04369	6.60153e-05	2.60789e-06	0
2.04366	6.60153e-05	2.6083e-06	0
2.04356	6.60153e-05	2.61017e-06	0
2.04349	6.60153e-05	2.61134e-06	0
2.04345	6.60153e-05	2.61204e-06	0
2.04339	6.60153e-05	2.61298e-06	0
2.04326	6.60153e-05	2.61517e-06	0
2.04316	6.60153e-05	2.61697e-06	0
2.04302	6.60153e-05	2.61943e-06	0
2.04257	6.60153e-05	2.62712e-06	0
2.0422	6.60153e-05	2.63357e-06	0
2.04208	6.60153e-05	2.63555e-06	0
2.04164	6.60153e-05	2.64319e-06	0
2.04154	6.60153e-05	2.64484e-06	0
2.04146	6.60153e-05	2.64629e-06	0
2.04141	6.60153e-05	2.64718e-06	0
2.04132	6.60153e-05	2.64866e-06	0
2.04121	6.60153e-05	2.65063e-06	0
2.0412	6.60153e-05	2.65085e-06	0
2.04119	6.60153e-05	2.65102e-06	0
2.04098	6.60153e-05	2.6547e-06	0
2.04081	6.60153e-05	2.65763e-06	0
2.04077	6.60153e-05	2.65831e-06	0
2.04069	6.60153e-05	2.65978e-06	0
2.04066	6.60153e-05	2.66028e-06	0
2.0404	6.60153e-05	2.66474e-06	0
2.04033	6.60153e-05	2.66605e-06	0
2.04031	6.60153e-05	2.66633e-06	0
2.0401	6.60153e-05	2.67002e-06	0
2.04001	6.60153e-05	2.67166e-06	0
2.03998	6.60153e-05	2.6721e-06	0
2.0399	6.60153e-05	2.67353e-06	0
2.03974	6.60153e-05	2.67626e-06	0
2.03957	6.60153e-05	2.6793e-06	0
2.03952	6.60153e-05	2.68015e-06	0
2.03947	6.60153e-05	2.68111e-06	0
2.03935	6.60153e-05	2.68325e-06	0
2.03933	6.60153e-05	2.68348e-06	0
2.03926	6.60153e-05	2.68485e-06	0
2.03924	6.60153e-05	2.68513e-06	0
2.03921	6.60153e-05	2.6856e-06	0
2.03911	6.60153e-05	2.68744e-06	0
2.03907	6.60153e-05	2.68821e-06	0
2.039	6.60153e-05	2.68938e-06	0
2.03887	6.60153e-05	2.69175e-06	0
2.03867	6.60153e-05	2.69527e-06	0
2.03852	6.60153e-05	2.69778e-06	0
2.03805	6.60153e-05	2.7062e-06	0
2.03761	6.60153e-05	2.7141e-06	0
2.0376	6.60153e-05	2.71424e-06	0
2.03715	6.60153e-05	2.72219e-06	0
2.03713	6.60153e-05	2.72263e-06	0
2.03702	6.60153e-05	2.72461e-06	0
2.03671	6.60153e-05	2.73003e-06	0
2.03641	6.60153e-05	2.73551e-06	0
2.03637	6.60153e-05	2.73615e-06	0
2.03624	6.60153e-05	2.73845e-06	0
2.03618	6.60153e-05	2.73954e-06	0
2.03611	6.60153e-05	2.74089e-06	0
2.03601	6.60153e-05	2.74264e-06	0
2.03592	6.60153e-05	2.74436e-06	0
2.03579	6.60153e-05	2.74658e-06	0
2.03564	6.60153e-05	2.74928e-06	0
2.03533	6.60153e-05	2.75484e-06	0
2.03513	6.60153e-05	2.75855e-06	0
2.03502	6.60153e-05	2.76059e-06	0
2.03491	6.60153e-05	2.76246e-06	0
2.03491	6.60153e-05	2.76246e-06	0
2.03489	6.60153e-05	2.76293e-06	0
2.03464	6.60153e-05	2.7674e-06	0
2.0343	6.60153e-05	2.77361e-06	0
2.03428	6.60153e-05	2.77391e-06	0
2.03419	6.60153e-05	2.77568e-06	0
2.0339	6.60153e-05	2.7809e-06	0
2.0337	6.60153e-05	2.78455e-06	0
2.03368	6.60153e-05	2.78489e-06	0
2.03366	6.60153e-05	2.78534e-06	0
2.03358	6.60153e-05	2.78665e-06	0
2.03357	6.60153e-05	2.78697e-06	0
2.03349	6.60153e-05	2.7884e-06	0
2.03331	6.60153e-05	2.79174e-06	0
2.0328	6.60153e-05	2.80105e-06	0
2.03279	6.60153e-05	2.8012e-06	0
2.03243	6.60153e-05	2.80788e-06	0
2.03176	6.60153e-05	2.82015e-06	0
2.03175	6.60153e-05	2.82039e-06	0
2.03143	6.60153e-05	2.82626e-06	0
2.03129	6.60153e-05	2.82886e-06	0
2.03128	6.60153e-05	2.82912e-06	0
2.03117	6.60153e-05	2.83117e-06	0
2.03076	6.60153e-05	2.83875e-06	0
2.03057	6.60153e-05	2.84227e-06	0
2.03011	6.60153e-05	2.85098e-06	0
2.02989	6.60153e-05	2.85513e-06	0
2.02974	6.60153e-05	2.85792e-06	0
2.02935	6.60153e-05	2.86509e-06	0
2.02935	6.60153e-05	2.86521e-06	0
2.02917	6.60153e-05	2.86861e-06	0
2.02914	6.60153e-05	2.86913e-06	0
2.02909	6.60153e-05	2.87e-06	0
2.02902	6.60153e-05	2.87136e-06	0
2.02887	6.60153e-05	2.87429e-06	0
2.02881	6.60153e-05	2.87538e-06	0
2.02873	6.60153e-05	2.87694e-06	0
2.02851	6.60153e-05	2.88097e-06	0
2.0285	6.60153e-05	2.88125e-06	0
2.02837	6.60153e-05	2.88371e-06	0
2.02797	6.60153e-05	2.89115e-06	0
2.02791	6.60153e-05	2.89235e-06	0
2.0278	6.60153e-05	2.89437e-06	0
2.0278	6.60153e-05	2.89446e-06	0
2.02778	6.60153e-05	2.89494e-06	0
2.02776	6.60153e-05	2.89523e-06	0
2.02771	6.60153e-05	2.89609e-06	0
2.0276	6.60153e-05	2.8983e-06	0
2.02753	6.60153e-05	2.89956e-06	0
2.02709	6.60153e-05	2.90794e-06	0
2.02706	6.60153e-05	2.90857e-06	0
2.02646	6.60153e-05	2.92005e-06	0
2.02634	6.60153e-05	2.92239e-06	0
2.02626	6.60153e-05	2.92396e-06	0
2.02608	6.60153e-05	2.92729e-06	0
2.02584	6.60153e-05	2.93188e-06	0
2.02554	6.60153e-05	2.93769e-06	0
2.02542	6.60153e-05	2.93994e-06	0
2.02536	6.60153e-05	2.94118e-06	0
2.02527	6.60153e-05	2.94294e-06	0
2.02481	6.60153e-05	2.9518e-06	0
2.02462	6.60153e-05	2.95546e-06	0
2.0244	6.60153e-05	2.95978e-06	0
2.02439	6.60153e-05	2.95992e-06	0
2.02432	6.60153e-05	2.96132e-06	0
2.02428	6.60153e-05	2.96205e-06	0
2.02426	6.60153e-05	2.96255e-06	0
2.02421	6.60153e-05	2.96355e-06	0
2.02402	6.60153e-05	2.96708e-06	0
2.02381	6.60153e-05	2.97121e-06	0
2.02373	6.60153e-05	2.97287e-06	0
2.02364	6.60153e-05	2.97465e-06	0
2.02348	6.60153e-05	2.97771e-06	0
2.0234	6.60153e-05	2.97922e-06	0
2.02307	6.60153e-05	2.98568e-06	0
2.02299	6.60153e-05	2.98725e-06	0
2.02291	6.60153e-05	2.98891e-06	0
2.02275	6.60153e-05	2.99202e-06	0
2.02213	6.60153e-05	3.00415e-06	0
2.02212	6.60153e-05	3.00446e-06	0
2.02196	6.60153e-05	3.00747e-06	0
2.0218	6.60153e-05	3.01074e-06	0
2.02179	6.60153e-05	3.01098e-06	0
2.0214	6.60153e-05	3.01864e-06	0
2.02131	6.60153e-05	3.02043e-06	0
2.02109	6.60153e-05	3.02483e-06	0
2.02105	6.60153e-05	3.02547e-06	0
2.02095	6.60153e-05	3.02763e-06	0
2.02091	6.60153e-05	3.02839e-06	0
2.02091	6.60153e-05	3.0284e-06	0
2.02082	6.60153e-05	3.03016e-06	0
2.02079	6.60153e-05	3.03072e-06	0
2.02069	6.60153e-05	3.03268e-06	0
2.02061	6.60153e-05	3.03438e-06	0
2.02054	6.60153e-05	3.03568e-06	0
2.02049	6.60153e-05	3.03666e-06	0
2.02045	6.60153e-05	3.03748e-06	0
2.02034	6.60153e-05	3.03964e-06	0
2.02031	6.60153e-05	3.04019e-06	0
2.02021	6.60153e-05	3.04226e-06	0
2.01977	6.60153e-05	3.05109e-06	0
2.0196	6.60153e-05	3.05439e-06	0
2.01953	6.60153e-05	3.05587e-06	0
2.01951	6.60153e-05	3.05623e-06	0
2.01939	6.60153e-05	3.05861e-06	0
2.01927	6.60153e-05	3.06104e-06	0
2.01922	6.60153e-05	3.06212e-06	0
2.01904	6.60153e-05	3.0657e-06	0
2.01891	6.60153e-05	3.06825e-06	0
2.01879	6.60153e-05	3.07069e-06	0
2.01854	6.60153e-05	3.07578e-06	0
2.01846	6.60153e-05	3.07742e-06	0
2.01829	6.60153e-05	3.08079e-06	0
2.01815	6.60153e-05	3.08369e-06	0
2.01801	6.60153e-05	3.08658e-06	0
2.01798	6.60153e-05	3.08711e-06	0
2.01796	6.60153e-05	3.08758e-06	0
2.01785	6.60153e-05	3.08966e-06	0
2.01784	6.60153e-05	3.0899e-06	0
2.01782	6.60153e-05	3.09029e-06	0
2.01761	6.60153e-05	3.09455e-06	0
2.01761	6.60153e-05	3.09461e-06	0
2.0176	6.60153e-05	3.09486e-06	0
2.01751	6.60153e-05	3.09659e-06	0
2.01748	6.60153e-05	3.09726e-06	0
2.01741	6.60153e-05	3.09865e-06	0
2.01725	6.60153e-05	3.10197e-06	0
2.01709	6.60153e-05	3.10527e-06	0
2.01706	6.60153e-05	3.10576e-06	0
2.01705	6.60153e-05	3.10608e-06	0
2.01687	6.60153e-05	3.10966e-06	0
2.01683	6.60153e-05	3.11044e-06	0
2.01626	6.60153e-05	3.12215e-06	0
2.01606	6.60153e-05	3.12623e-06	0
2.016	6.60153e-05	3.12748e-06	0
2.01593	6.60153e-05	3.12886e-06	0
2.01581	6.60153e-05	3.13145e-06	0
2.01547	6.60153e-05	3.13839e-06	0
2.0153	6.60153e-05	3.14196e-06	0
2.01514	6.60153e-05	3.14522e-06	0
2.01509	6.60153e-05	3.14629e-06	0
2.01507	6.60153e-05	3.14672e-06	0
2.01496	6.60153e-05	3.14882e-06	0
2.01493	6.60153e-05	3.14953e-06	0
2.01489	6.60153e-05	3.15039e-06	0
2.01487	6.60153e-05	3.15078e-06	0
2.01481	6.60153e-05	3.15193e-06	0
2.0148	6.60153e-05	3.15214e-06	0
2.01466	6.60153e-05	3.15503e-06	0
2.0146	6.60153e-05	3.15629e-06	0
2.01451	6.60153e-05	3.15832e-06	0
2.01418	6.60153e-05	3.16505e-06	0
2.01391	6.60153e-05	3.17059e-06	0
2.01384	6.60153e-05	3.17208e-06	0
2.01378	6.60153e-05	3.17349e-06	0
2.01373	6.60153e-05	3.17447e-06	0
2.01365	6.60153e-05	3.17606e-06	0
2.01339	6.60153e-05	3.18161e-06	0
2.01308	6.60153e-05	3.18803e-06	0
2.0129	6.60153e-05	3.19171e-06	0
2.01272	6.60153e-05	3.19557e-06	0
2.01265	6.60153e-05	3.19703e-06	0
2.01261	6.60153e-05	3.19778e-06	0
2.01251	6.60153e-05	3.19984e-06	0
2.01215	6.60153e-05	3.20758e-06	0
2.01202	6.60153e-05	3.21019e-06	0
2.01197	6.60153e-05	3.2112e-06	0
2.01193	6.60153e-05	3.21213e-06	0
2.01185	6.60153e-05	3.21392e-06	0
2.01181	6.60153e-05	3.21458e-06	0
2.01178	6.60153e-05	3.2154e-06	0
2.01166	6.60153e-05	3.21775e-06	0
2.01154	6.60153e-05	3.22043e-06	0
2.01146	6.60153e-05	3.22208e-06	0
2.01145	6.60153e-05	3.22227e-06	0
2.01141	6.60153e-05	3.22309e-06	0
2.0113	6.60153e-05	3.22544e-06	0
2.01125	6.60153e-05	3.22661e-06	0
2.01121	6.60153e-05	3.22745e-06	0
2.0112	6.60153e-05	3.22766e-06	0
2.01098	6.60153e-05	3.23229e-06	0
2.01079	6.60153e-05	3.2362e-06	0
2.0106	6.60153e-05	3.2404e-06	0
2.01039	6.60153e-05	3.24473e-06	0
2.00995	6.60153e-05	3.25411e-06	0
2.0099	6.60153e-05	3.25523e-06	0
2.0096	6.60153e-05	3.26174e-06	0
2.00956	6.60153e-05	3.26254e-06	0
2.00948	6.60153e-05	3.26424e-06	0
2.00945	6.60153e-05	3.26484e-06	0
2.00903	6.60153e-05	3.27376e-06	0
2.00869	6.60153e-05	3.28116e-06	0
2.00839	6.60153e-05	3.28753e-06	0
2.00813	6.60153e-05	3.29332e-06	0
2.00787	6.60153e-05	3.29896e-06	0
2.00778	6.60153e-05	3.30084e-06	0
2.0076	6.60153e-05	3.30463e-06	0
2.00743	6.60153e-05	3.30841e-06	0
2.00736	6.60153e-05	3.30996e-06	0
2.00724	6.60153e-05	3.31263e-06	0
2.0072	6.60153e-05	3.3135e-06	0
2.00715	6.60153e-05	3.31453e-06	0
2.00685	6.60153e-05	3.32092e-06	0
2.00683	6.60153e-05	3.3215e-06	0
2.00663	6.60153e-05	3.32581e-06	0
2.00646	6.60153e-05	3.32964e-06	0
2.00641	6.60153e-05	3.33059e-06	0
2.00617	6.60153e-05	3.33593e-06	0
2.00616	6.60153e-05	3.3361e-06	0
2.00612	6.60153e-05	3.33695e-06	0
2.0061	6.60153e-05	3.33747e-06	0
2.00606	6.60153e-05	3.33822e-06	0
2.00596	6.60153e-05	3.34041e-06	0
2.00595	6.60153e-05	3.34079e-06	0
2.00594	6.60153e-05	3.34086e-06	0
2.00588	6.60153e-05	3.3423e-06	0
2.00585	6.60153e-05	3.34295e-06	0
2.00576	6.60153e-05	3.34479e-06	0
2.00559	6.60153e-05	3.34852e-06	0
2.00553	6.60153e-05	3.34985e-06	0
2.00548	6.60153e-05	3.35108e-06	0
2.0054	6.60153e-05	3.35285e-06	0
2.00529	6.60153e-05	3.35527e-06	0
2.00506	6.60153e-05	3.3602e-06	0
2.00506	6.60153e-05	3.36036e-06	0
2.00481	6.60153e-05	3.36572e-06	0
2.00472	6.60153e-05	3.3677e-06	0
2.00444	6.60153e-05	3.37402e-06	0
2.00392	6.60153e-05	3.38555e-06	0
2.00389	6.60153e-05	3.38618e-06	0
2.00383	6.60153e-05	3.38739e-06	0
2.0036	6.60153e-05	3.39266e-06	0
2.00344	6.60153e-05	3.39618e-06	0
2.00344	6.60153e-05	3.3962e-06	0
2.00343	6.60153e-05	3.39638e-06	0
2.00338	6.60153e-05	3.39756e-06	0
2.00337	6.60153e-05	3.39764e-06	0
2.00336	6.60153e-05	3.39807e-06	0
2.00321	6.60153e-05	3.40125e-06	0
2.00306	6.60153e-05	3.40462e-06	0
2.00303	6.60153e-05	3.40526e-06	0
2.00293	6.60153e-05	3.40764e-06	0
2.00275	6.60153e-05	3.4115e-06	0
2.00274	6.60153e-05	3.41179e-06	0
2.00268	6.60153e-05	3.41325e-06	0
2.00263	6.60153e-05	3.41438e-06	0
2.00254	6.60153e-05	3.41622e-06	0
2.00252	6.60153e-05	3.41684e-06	0
2.00238	6.60153e-05	3.41981e-06	0
2.00227	6.60153e-05	3.42241e-06	0
2.00224	6.60153e-05	3.42298e-06	0
2.00179	6.60153e-05	3.43322e-06	0
2.0016	6.60153e-05	3.43741e-06	0
2.00157	6.60153e-05	3.43801e-06	0
2.0014	6.60153e-05	3.44199e-06	0
2.00139	6.60153e-05	3.4422e-06	0
2.00139	6.60153e-05	3.44227e-06	0
2.00129	6.60153e-05	3.44447e-06	0
2.00129	6.60153e-05	3.44451e-06	0
2.00125	6.60153e-05	3.44525e-06	0
2.00117	6.60153e-05	3.44725e-06	0
2.00088	6.60153e-05	3.4536e-06	0
2.00087	6.60153e-05	3.45384e-06	0
2.00071	6.60153e-05	3.45764e-06	0
2.00067	6.60153e-05	3.45846e-06	0
2.00053	6.60153e-05	3.46163e-06	0
2.00051	6.60153e-05	3.46216e-06	0
2.00018	6.60153e-05	3.46963e-06	0
2.00006	6.60153e-05	3.47239e-06	0
1.99985	6.60153e-05	3.47702e-06	0
1.99985	6.60153e-05	3.47709e-06	0
1.99983	6.60153e-05	3.47762e-06	0
1.99963	6.60153e-05	3.4822e-06	0
1.99961	6.60153e-05	3.4825e-06	0
1.99959	6.60153e-05	3.48305e-06	0
1.99956	6.60153e-05	3.48374e-06	0
1.99931	6.60153e-05	3.48951e-06	0
1.9991	6.60153e-05	3.4944e-06	0
1.99893	6.60153e-05	3.4983e-06	0
1.99878	6.60153e-05	3.50164e-06	0
1.99866	6.60153e-05	3.50431e-06	0
1.99865	6.60153e-05	3.50462e-06	0
1.99856	6.60153e-05	3.50658e-06	0
1.99816	6.60153e-05	3.516e-06	0
1.99789	6.60153e-05	3.52217e-06	0
1.99775	6.60153e-05	3.52546e-06	0
1.99768	6.60153e-05	3.5269e-06	0
